sample_name,nodes,edges,time
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_solid_actions.so.sample,0190796,003312284,2.9893
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_objdump.sample,1660336,020271550,19.6230
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_groups.sample,0030000,000373778,0.1901
test-data/data/byteweight/elf-x86/gcc_binutils_32_O1_objcopy.sample,1049268,013709120,13.3513
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_logname.sample,0026288,000310734,0.2066
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_chroot.sample,0035344,000502700,0.3727
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_rmdir.sample,0041244,000464728,0.2725
test-data/data/debian/buster/sqlite3/usr_bin_sqlite3.sample,1489252,020818054,20.3564
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_who.sample,0049896,000595530,0.4188
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_factor.sample,0131868,002121184,1.6688
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kf5_kded_keyboard.so.sample,0425360,004892458,4.7389
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_sha256sum.sample,0058288,002133022,2.0515
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_who.sample,0051280,000639744,0.3751
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_link.sample,0036560,000425622,0.1958
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_md5sum.sample,0048784,000697326,0.3867
test-data/data/byteweight/elf-x86/gcc_binutils_32_O0_elfedit.sample,0025904,000334152,0.1510
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_sysinfo.sample,0019444,000264060,0.1139
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_stat.sample,0075316,001051344,0.7566
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_comm.sample,0043792,000536782,0.3417
test-data/data/debian/buster/sqlite3/usr_bin_sqldiff.sample,1280732,014480824,13.4912
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_ptx.sample,0122700,001487090,1.2015
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-udev-detect.so.sample,0022708,000523808,0.3904
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_chroot.sample,0034352,000392852,0.2340
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_runcon.sample,0032820,000428896,0.2953
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_chcon.sample,0059192,000780786,0.7088
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_hostid.sample,0036240,000420348,0.2264
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_sync.sample,0026128,000349934,0.1796
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_make-prime-list.sample,0005384,000049364,0.0227
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_structured_light.so.3.2.0.sample,0089057,002085652,2.0055
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_fuzzy.so.3.2.0.sample,0053418,000832774,0.6909
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_phase_unwrapping.so.3.2.0.sample,0032694,000631432,0.6411
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_plot.so.3.2.0.sample,0038489,000629994,0.5660
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_hdf.so.3.2.0.sample,0038425,000387764,0.2381
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_vim.sample,2185968,031688628,33.9336
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_gvim.sample,2348054,035615092,44.6534
test-data/data/byteweight/elf-x86/gcc_binutils_32_O0_nm-new.sample,1062904,014600766,13.3143
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_chcon.sample,0067416,000937798,0.7604
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_xobjdetect.so.3.2.0.sample,0085665,001246314,1.0271
test-data/data/byteweight/elf-x86/gcc_findutils_32_O3_xargs.sample,0039204,000609544,0.4438
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_line_descriptor.so.3.2.0.sample,0164322,003854916,4.2745
test-data/data/byteweight/elf-x86/gcc_findutils_32_O2_oldfind.sample,0160532,002848794,2.6163
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_dd.sample,0079712,001194964,0.9835
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_libsodium.sample,0685293,043914524,86.1214
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_readlink.sample,0042224,000512472,0.2969
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_ccalib.so.3.2.0.sample,0404799,006448234,6.0782
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_libprotocol-http.so.sample,0028456,000662772,0.5354
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_plink.sample,0457404,008647206,8.7551
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-rtp-recv.so.sample,0024348,000566358,0.4402
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-position-event-sounds.so.sample,0007556,000107002,0.0580
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-rescue-streams.so.sample,0011380,000159454,0.0946
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-remap-source.so.sample,0020128,000435308,0.3614
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_saliency.so.3.2.0.sample,0181005,003391928,3.4429
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-pipe-sink.so.sample,0018444,000364162,0.2965
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-alsa-card.so.sample,0026864,000584858,0.4802
test-data/data/byteweight/elf-x86/gcc_findutils_32_O3_oldfind.sample,0185028,003541234,3.4061
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-x11-xsmp.so.sample,0008120,000110578,0.0580
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-simple-protocol-tcp.so.sample,0007172,000119558,0.0757
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-tunnel-sink-new.so.sample,0019304,000381036,0.2617
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_tsort.sample,0037128,000985880,0.9241
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-alsa-sink.so.sample,0006264,000140428,0.0796
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-native-protocol-unix.so.sample,0007628,000120552,0.0601
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_optflow.so.3.2.0.sample,0348360,008139852,7.8499
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-virtual-surround-sink.so.sample,0031920,000761250,0.6099
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-null-sink.so.sample,0012996,000208866,0.1249
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-echo-cancel.so.sample,0077764,002867536,3.3733
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-match.so.sample,0009688,000126734,0.0529
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-switch-on-connect.so.sample,0008244,000114144,0.0532
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-device-restore.so.sample,0035592,000907304,0.7435
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_datasets.so.3.2.0.sample,0403886,006754022,6.9068
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_face.so.3.2.0.sample,0142994,001824714,1.6685
test-data/data/debian/buster/libopencv-core3.2/usr_lib_i386-linux-gnu_libopencv_core.so.3.2.0.sample,2428668,043202964,56.3399
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_libalsa-util.so.sample,0308228,014257220,24.7312
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-x11-cork-request.so.sample,0007080,000101598,0.0526
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_dpm.so.3.2.0.sample,0093456,001198522,0.9775
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_rgbd.so.3.2.0.sample,0523363,007802020,7.7023
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_librtp.so.sample,0040800,000762906,0.6591
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-role-ducking.so.sample,0021988,000342604,0.2329
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_bgsegm.so.3.2.0.sample,0045131,000552120,0.4742
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_printenv.sample,0029744,000427464,0.3339
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_xphoto.so.3.2.0.sample,0212201,002867638,2.4665
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-combine-sink.so.sample,0043676,000883636,0.8462
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-combine.so.sample,0004380,000049194,0.0219
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_stereo.so.3.2.0.sample,0125015,001896790,1.7329
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_pinky.sample,0034480,000451416,0.2708
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_basename.sample,0037704,000464624,0.3864
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-virtual-source.so.sample,0027424,000705816,0.7077
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_sha224sum.sample,0058288,002129192,2.2007
test-data/data/debian/buster/libxml2/usr_lib_i386-linux-gnu_libxml2.so.2.9.4.sample,1882284,039094634,53.7505
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_who.sample,0057360,000939718,0.7965
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_surface_matching.so.3.2.0.sample,0256232,003535662,3.4033
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcc-nm-8.sample,0028692,000276578,0.1364
test-data/data/debian/buster/findutils/usr_bin_xargs.sample,0071364,001196332,1.1005
test-data/data/debian/buster/gcc-8/usr_lib_gcc_i686-linux-gnu_8_liblto_plugin.so.0.0.0.sample,0080464,000929674,0.7613
test-data/data/debian/buster/findutils/usr_bin_find.sample,0343400,004509494,4.2986
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_addr2line.sample,0995396,011370078,10.7240
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_seq.sample,0045804,000538504,0.2810
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_truncate.sample,0065128,000863274,0.6794
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_bioinspired.so.3.2.0.sample,0179862,008763752,12.5015
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcov-8.sample,0749806,008334270,8.1561
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_dir.sample,0108240,002028488,1.8445
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_id.sample,0044784,000564868,0.4496
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_fmt.sample,0069828,000690634,0.5595
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_mkfifo.sample,0039472,000511086,0.3694
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_reg.so.3.2.0.sample,0126363,002538544,2.4718
test-data/data/byteweight/elf-x86/gcc_binutils_32_O2_strip-new.sample,1084984,012936978,13.2644
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_pwd.sample,0035184,000504016,0.3464
test-data/data/byteweight/elf-x86/gcc_findutils_32_O0_find.sample,0171692,002745550,2.6408
test-data/data/byteweight/elf-x86/gcc_findutils_32_O3_code.sample,0016288,000188588,0.0926
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_ximgproc.so.3.2.0.sample,2050332,027391724,27.3400
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_sum.sample,0035984,000418318,0.3459
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_getlimits.sample,0047592,000576440,0.4317
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_wc.sample,0048944,000579884,0.4690
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_cksum.sample,0039792,000454290,0.3462
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_tsort.sample,0035088,001038804,0.9227
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_hostid.sample,0027952,000321056,0.2035
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_getlimits.sample,0057484,000660510,0.5473
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcov-dump-8.sample,0561876,006219700,5.7820
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcc-ranlib-8.sample,0028692,000276102,0.1399
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_libcli.so.sample,0006488,000075216,0.0407
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-card-restore.so.sample,0019288,000348402,0.2212
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_aruco.so.3.2.0.sample,0292881,004002262,4.3218
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_freetype.so.3.2.0.sample,0021474,000332284,0.2659
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_du.sample,0111488,001404420,1.1149
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_kill.sample,0034052,000501754,0.3912
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-tunnel-sink.so.sample,0050160,001068912,1.0997
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-native-protocol-tcp.so.sample,0007956,000139158,0.1388
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_env.sample,0029288,000359782,0.2186
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-systemd-login.so.sample,0007712,000098780,0.0741
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-switch-on-port-available.so.sample,0012112,000150748,0.1058
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-cli-protocol-unix.so.sample,0006032,000080410,0.0644
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-always-source.so.sample,0007196,000087348,0.0585
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_ginstall.sample,0139868,002257938,2.0441
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_sha384sum.sample,0084048,033159224,57.4406
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-ar.sample,0060140,000805366,0.7075
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_fmt.sample,0079016,000853776,0.6109
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_expand.sample,0033368,000478362,0.3291
test-data/data/byteweight/elf-x86/gcc_findutils_32_O0_frcode.sample,0015744,000192248,0.0946
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_factor.sample,0132920,001896508,1.4809
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-gprof.sample,0110616,002385124,2.4622
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_users.sample,0038096,000449020,0.3483
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-nm.sample,0041728,000513642,0.4525
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_nice.sample,0029044,000412956,0.4004
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_sha512sum.sample,0084048,033159202,56.7475
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_realpath.sample,0070484,000826024,0.6097
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-ranlib.sample,0060136,000805878,0.6283
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-elfedit.sample,0029144,000319408,0.2582
test-data/data/debian/buster/policykit-1/usr_bin_pkaction.sample,0007144,000085172,0.0457
test-data/data/debian/buster/libopencv-contrib3.2/usr_lib_i386-linux-gnu_libopencv_text.so.3.2.0.sample,1180663,031206052,28.0668
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-pipe-source.so.sample,0013800,000241432,0.1858
test-data/data/debian/buster/policykit-1/usr_bin_pkexec.sample,0017912,000340850,0.2494
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-http-protocol-unix.so.sample,0006804,000093614,0.0661
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_pinky.sample,0045276,000567754,0.3984
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-size.sample,0026864,000286956,0.1566
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-c++filt.sample,0055128,000541664,0.3930
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_join.sample,0055632,000723258,0.4868
test-data/data/debian/buster/policykit-1/usr_lib_i386-linux-gnu_polkit-1_extensions_libnullbackend.so.sample,0005664,000073042,0.0360
test-data/data/debian/buster/policykit-1/usr_lib_policykit-1_polkit-agent-helper-1.sample,0009656,000112042,0.0479
test-data/data/debian/buster/policykit-1/usr_lib_policykit-1_polkitd.sample,0008688,000091946,0.0471
test-data/data/debian/buster/policykit-1/usr_bin_pkttyagent.sample,0007700,000095150,0.0415
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_groups.sample,0031920,000405082,0.3013
test-data/data/debian/buster/policykit-1/usr_bin_pkcheck.sample,0013548,000229964,0.2212
test-data/data/debian/buster/coreutils/bin_stty.sample,0072500,001598744,1.4383
test-data/data/debian/buster/coreutils/usr_bin_nproc.sample,0032968,000341206,0.1856
test-data/data/debian/buster/coreutils/usr_bin_chcon.sample,0065804,000746716,0.5515
test-data/data/debian/buster/coreutils/usr_bin_pinky.sample,0037504,000412964,0.1886
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-objcopy.sample,0189132,003415066,3.0968
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-objdump.sample,0408200,007402362,7.2078
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-strings.sample,0025300,000297634,0.1431
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-readelf.sample,0685504,012288726,12.5619
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-strip.sample,0189132,003415152,3.1856
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-addr2line.sample,0025188,000278940,0.1589
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-remap-sink.so.sample,0021336,000435718,0.3051
test-data/data/byteweight/elf-x86/gcc_binutils_32_O0_cxxfilt.sample,1080788,014810174,13.2171
test-data/data/debian/buster/openssl/usr_bin_openssl.sample,0732796,023687404,30.7787
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-as.sample,0484644,007476686,6.7019
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-ld.bfd.sample,1833924,079123840,91.7265
test-data/data/debian/jessie/wireshark/usr_bin_wireshark.sample,2621304,092761044,188.7861
test-data/data/debian/buster/pulseaudio/usr_lib_i386-linux-gnu_pulseaudio_libpulsecore-12.2.so.sample,0754100,030935640,60.7496
test-data/data/debian/buster/bash/bin_bash.sample,1331132,052532278,110.3726
test-data/data/debian/buster/transmission-gtk/usr_bin_transmission-gtk.sample,0962348,034929238,52.8730
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-ld.gold.sample,3364581,056158332,64.0360
test-data/data/debian/buster/binutils-i686-linux-gnu/usr_bin_i686-linux-gnu-dwp.sample,3114905,056885990,59.9405
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcc-8.sample,1097400,087287208,200.5093
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcov-tool-8.sample,0607120,006743480,3.4563
test-data/data/debian/buster/g++-8/usr_bin_i686-linux-gnu-g++-8.sample,1100452,087037622,173.9175
test-data/data/ubuntu/xenial/qml-module-ubuntu-components/usr_lib_i386-linux-gnu_qt5_qml_Ubuntu_Components_libUbuntuComponents.so.sample,2474968,086950514,117.7529
test-data/data/debian/buster/gcc-8/usr_lib_gcc_i686-linux-gnu_8_lto-wrapper.sample,0989796,077559622,124.0801
test-data/data/debian/buster/vim-gtk/usr_bin_vim.gtk.sample,3705428,101826208,242.4348
